SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
002948.SZ,002948,青岛银行,10030726,银行,2014-09-30 00:00:00,三季报,2014三季报,058001001,2015-02-27 00:00:00,2015-02-27 00:00:00,CNY,3310533123.38,,3310533123.38,,5697368819.74,,,,597397722.47,,9393780.24,,0.0,,1472357671.29,,,,2975498649.92,,24691243.28,,,,,,,,,,,,,,7477082.05,,203456685.17,,,,1074581785.76,,,,,,,,,,186842118.31,,,,0.0,,7422951.5,,-22358240.87,,,,,,21497983.5,,,,,,,,,,0.0,,,,1838175452.09,,1808703.62,,,,2907571.88,,,,0.0,,0,,1837076583.83,,447230000,,,,,,,,1389846583.83,,,,,,,,1389846583.83,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,
002948.SZ,002948,青岛银行,10030726,银行,2014-06-30 00:00:00,中报,2014中报,058001001,2016-03-07 00:00:00,2016-03-07 00:00:00,CNY,2224209000,,2224209000,,3724117000,,,,434432000,,6732000,,,,1025801000,,,,1950773000,,17793000,,,,,,,,,,,,,,5946000,,138907000,,,,699992000,,,,,,,,,,180956000,,,,,,7825000,,7129000,,,,,,12540000,,,,,,,,,,,,,,1198408000,,1504000,,,,2813000,,,,,,0,,1197099000,,287415000,,,,,,,,909684000,,,,,,,,909684000,,,,,,,,,,,,,,188569000,,188569000,,,,,,,,,,,,,,,,,,,,,,188569000,,,,,,,,,,,,,,,,,,,,,,,,,,1098253000,,,,,,,,,,,,,,,,
002948.SZ,002948,青岛银行,10030726,银行,2013-12-31 00:00:00,年报,2013年报,058001001,2015-05-18 00:00:00,2016-12-16 00:00:00,CNY,3525048000,22.8224314956,3525048000,22.8224314956,6119361000,35.9386745928,,,456637000,80.6924796708,3467000,97.437357631,,,2039621000,22.5015991231,,,3031577000,60.0461727948,31307000,81.837718534,,,,,,,,,,,,,1975000,82.8703703704,229398000,27.2115256643,,,1459546000,21.6252859292,,,,,,,,,348702000,22.9850598874,,,,,-6547000,-105.6864593151,8441000,-51.4689817743,,,,,6573000,-41.3177394875,,,,,,,,,,,,,1485427000,23.2657102006,44727000,117.5014588601,,,11508000,349.53125,,,,,0,,1518646000,24.1672355925,376732000,24.3188125542,,,,,,,1141914000,24.1173094732,,,,,,,1141914000,24.1173094732,,,1117125000.0,,,,,,0.45,,0.45,,-194480000,-157.0718553376,-194480000,,,,,,,,,,,,,,,,,,,,,,-194480000,,,,-194480000.0,,,,,,,,,,,,,,,,,,,,,,947434000,12.2052261078,,,,,,,,,,,,,,,标准无保留意见
002948.SZ,002948,青岛银行,10030726,银行,2012-12-31 00:00:00,年报,2012年报,058001001,2013-04-30 00:00:00,2015-02-27 00:00:00,CNY,2870036000.0,15.4946388222,2870036000.0,15.4946388222,4501560000.0,23.2523398877,0.0,,252715000.0,68.5283486936,1756000,-47.6289889651,0.0,,1664975000.0,9.570483835,,,1894189000.0,40.0300287868,17217000.0,99.7331786543,0.0,,0.0,,,,,,0.0,,0.0,,1080000,,180328000.0,34.7330040869,,,1200035000.0,20.1872663302,,,,,,,,,283532000.0,-26.7803788397,,,0.0,,-3183000,,17393000.0,34.4646308465,,,,,11201000.0,-59.6549364262,,,,,,,,,0.0,,,,1205061000.0,24.8188405797,20564000.0,363.5707844905,,,2560000.0,-8.276603368,,,0.0,,0,,1223065000.0,26.4681886851,303037000,32.5342885133,,,,,0.0,,920028000.0,24.589915295,,,,,,,920028000.0,24.589915295,,,,,,,,,,,,,-75652000.0,-201.8210204713,0.0,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,844376000.0,3.8920004331,0.0,,,,,,,,,,,,,,
002948.SZ,002948,青岛银行,10030726,银行,2012-09-30 00:00:00,三季报,2012三季报,058001001,2013-02-26 00:00:00,2013-02-26 00:00:00,CNY,2153703741.76,,2153703741.76,,3294467507.88,,,,198895430.83,,1188208,,,,1100735974.73,,,,1373137168.9,,12189892.8,,,,,,,,,,,,,,1080000,,132955262.96,,,,730847085.03,,,,,,,,,,235853626.74,,,,,,-1067600,,37232869.39,,,,,,8314387.36,,,,,,,,,,,,,,1052967767.03,,12862551.14,,,,838808.69,,,,,,0,,1064991509.48,,271000000,,,,,,,,793991509.48,,,,,,,,793991509.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002948.SZ,002948,青岛银行,10030726,银行,2011-12-31 00:00:00,年报,2011年报,058001001,2013-02-26 00:00:00,2013-04-30 00:00:00,CNY,2484995000,57.7994019486,2484995000,57.7994019486,3652312000,66.5050690353,,,149954000,139.5775750507,3353000,-28.7656681538,,,1519547000,68.3313171864,,,1352702000,96.8462732851,8620000,52.4314765694,,,,,,,,,,,,,,,133841000,54.8512125139,,,998471000,52.2967195386,,,,,,,,,387235000,141.0111345545,,,,,,,12935000,738.3020090732,,,,,27763000,427.0121488231,,,,,,,,,,,,,965448000,43.653107047,4436000,292.2192749779,,,2791000,199.142550911,,,,,0,,967093000,43.85549194,228648000,44.9561292286,,,,,,,738445000,43.518077628,,,,,,,738445000,43.518077628,,,,,,,,,,,,,74299000,1137.5506214216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812744000,60.1876342708,,,,,,,,,,,,,,,标准无保留意见
002948.SZ,002948,青岛银行,10030726,银行,2010-12-31 00:00:00,年报,2010年报,058001001,2013-02-26 00:00:00,2015-02-27 00:00:00,CNY,1574781000,44.3676413831,1574781000,,2193514000,,,,62591000,,4707000,,,,902712000,,,,687187000,,5655000,,,,,,,,,,,,,,,,86432000,,,,655609000,,,,,,,,,,160671000,,,,,,,,1543000,-99.3948782305,,,,,5268000,,,,,,,,,,,,,,672069000,32.3817402866,1131000,80.0955414013,,,933000,,,,,,0,,672267000,32.2571379669,157736000,,,,,,,,514531000,22.7684099764,,,,,,,514531000,22.7684099764,,,,,,,,,,,,,-7161000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507370000,,,,,,,,,,,,,,,,标准无保留意见
002948.SZ,002948,青岛银行,10030726,银行,2009-12-31 00:00:00,年报,2009年报,058001001,2010-04-29 00:00:00,2010-04-29 00:00:00,CNY,1090813000,,0,,0,,,,0,,0,,,,,,,,0,,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,,,,0,,254990000,,0,,,,0,,,,,,,,,,0,,0,,507675000,,628000,,,,0,,,,0,,0,,508303000,,0,,0,,0,,,,419107000,,,,,,,,419107000,,0,,,,0,,0,,0.21,,0.21,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,0,,,,0,,,,
002948.SZ,002948,青岛银行,10030726,银行,2006-12-31 00:00:00,年报,2006年报,058001001,2007-06-22 00:00:00,,,1182652201.36,24.4532283027,,,721225884.63,27.8323798137,,,31316921.47,37.5915382154,1945466.85,376.7471469426,,,,,,,193662001.03,30.6149396494,2455378.03,5.2111726335,,,,,,,,,,,,,0,,42577158.67,43.43942933,,,197313410.76,19.2138379049,,,,,,,,,0,,,,,,,,103330993.73,9.2483013194,,,,,0,,,,,,,,,,,,,,-61761459.24,-157.4251083344,5850961.27,-8.2208604899,,,413212.09,-81.5566652804,,,,,,,47007283.67,-77.2107481768,17771014.86,-80.3601903769,,,,,,,29236268.81,-74.7494922936,,,,,,,29236268.81,-74.7494922936,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002948.SZ,002948,青岛银行,10030726,银行,2005-12-31 00:00:00,年报,2005年报,058001001,2006-06-05 00:00:00,,,950278443.95,41.4668237458,,,564196556.21,58.1610553945,,,22760790.29,59.2791671705,408071.0,-14.0310967892,,,,,,,148269410.49,20.381218352,2333761.68,52.7141618824,,,,,,,,,,,,,0,-100.0,29683022.91,23.3866886884,,,165512170.59,19.1740408371,,,,,,,,,0,,,,,,,,94583615.93,-7.8417581214,,,,,0,,,,,,,,,,,,,,107551315.15,972.9399427277,6375044.81,213.541844457,,,2240441.31,1171.9575601847,,,,,,,206269534.58,123.7967156158,90484659.48,,,,,,,,115784875.1,25.6233734086,,,,,,,115784875.1,25.6233734086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002948.SZ,002948,青岛银行,10030726,银行,2004-12-31 00:00:00,年报,2004年报,058001001,2005-05-27 00:00:00,,,671732367.2,42.926768801,,,356722806.89,48.3554531435,,,14289872.74,43.232802299,474672.8,-5.7226642772,,,,,,,123166564.12,15.0246279146,1528189.43,37.0344036298,,,,,,,,,,,,,882.02,-92.7093734502,24056908.59,72.344412342,,,138882737.74,10.701009548,,,,,,,,,0,,,,,,,,102631749.48,-17.5584880536,,,,,0,,,,,,,,,,,,,,-12320585.86,87.3181198719,2033235.73,67.1505823367,,,176141.2,-22.9565955183,,,,,,,92168258.15,225.371745003,0,,,,,,,,92168258.15,225.371745003,,,,,,,92168258.15,225.371745003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,保留意见
002948.SZ,002948,青岛银行,10030726,银行,2003-12-31 00:00:00,年报,2003年报,058001001,2005-05-27 00:00:00,,,469983595.68,,,,240451428.87,,,,9976676.09,,503485.59,,,,,,,,107078428.64,,1115186.69,,,,,,,,,,,,,,12098,,13958624.05,,,,125457516.88,,,,,,,,,,0,,,,,,,,124490377.55,,,,,,0,,,,,,,,,,,,,,-97151098.54,,1216409.6,,,,228625.93,,,,,,,,28327062.68,,0,,,,,,,,28327062.68,,,,,,,,28327062.68,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,保留意见
